0.0 0x 0y 0z 1x 1y 1z 2x 2y 2z 3x 3y 3z 4x 4y 4z 5x 5y 5z 6x 6y 6z 7x 7y 7z 8x 8y 8z 9x 9y 9z 10x 10y 10z 11x 11y 11z 12x 12y 12z 13x 13y 13z 14x 14y 14z 15x 15y 15z 16x 16y 16z 17x 17y 17z 18x 18y 18z 19x 19y 19z 20x 20y 20z 21x 21y 21z 22x 22y 22z 23x 23y 23z 24x 24y 24z 25x 25y 25z 26x 26y 26z 27x 27y 27z 28x 28y 28z 29x 29y 29z 30x 30y 30z 31x 31y 31z 32x 32y 32z 33x 33y 33z 34x 34y 34z 35x 35y 35z 36x 36y 36z 37x 37y 37z 38x 38y 38z 39x 39y 39z 40x 40y 40z 41x 41y 41z 42x 42y 42z 43x 43y 43z 44x 44y 44z 45x 45y 45z 46x 46y 46z 47x 47y 47z 48x 48y 48z 49x 49y 49z 50x 50y 50z 51x 51y 51z 52x 52y 52z 53x 53y 53z 54x 54y 54z 55x 55y 55z 56x 56y 56z 57x 57y 57z 58x 58y 58z 59x 59y 59z 60x 60y 60z 61x 61y 61z 62x 62y 62z 63x 63y 63z 64x 64y 64z 65x 65y 65z 66x 66y 66z 67x 67y 67z 68x 68y 68z 69x 69y 69z 70x 70y 70z 71x 71y 71z 72x 72y 72z 73x 73y 73z 74x 74y 74z 75x 75y 75z 76x 76y 76z 77x 77y 77z 78x 78y 78z 79x 79y 79z 80x 80y 80z 81x 81y 81z 82x 82y 82z 83x 83y 83z 84x 84y 84z 85x 85y 85z 86x 86y 86z 87x 87y 87z 88x 88y 88z 89x 89y 89z 90x 90y 90z 91x 91y 91z 92x 92y 92z 93x 93y 93z 94x 94y 94z 95x 95y 95z 96x 96y 96z 97x 97y 97z 98x 98y 98z 99x 99y 99z
1390385233.644 294.592 205.376 1216 291.958 203.224 1216 288.381 202.445 1221 284.849 203.169 1229 282.257 205.211 1225 284.933 206.277 1221 288.332 206.613 1216 291.747 206.222 1216 311.36 205.852 1229 313.995 203.958 1234 317.655 203.345 1243 321.158 204.244 1252 323.482 206.346 1256 320.914 207.245 1247 317.564 207.382 1243 314.186 206.818 1238 295.797 195.803 1204 289.927 194.443 1216 283.422 194.305 1229 279.102 196.539 1229 276.324 199.724 1225 277.55 200.903 1225 280.561 198.734 1225 284.21 197.542 1229 289.667 197.729 1216 295.129 198.639 1204 310.506 196.194 1238 316.285 195.189 1247 322.751 195.375 1256 327.011 197.821 1270 329.427 200.903 1275 328.135 202.085 1261 325.454 199.897 1261 321.854 198.594 1252 316.455 198.477 1243 310.996 199.04 1238 299.295 205.272 1216 298.689 209.716 1216 297.003 213.513 1225 294.268 216.754 1225 295.154 220.776 1221 300.501 220.518 1221 304.474 220.624 1225 309.778 221.099 1238 310.875 217.195 1234 308.386 213.741 1229 307.094 209.814 1229 306.786 205.421 1229 291.678 232.523 1216 294.759 229.35 1216 298.765 227.029 1221 302.363 227.704 1225 305.932 227.212 1234 309.591 229.571 1238 312.33 232.858 1247 309.904 234.229 1243 306.552 235.181 1234 302.139 235.47 1225 297.613 235.065 1221 294.202 234.033 1221 294.792 232.055 1216 298.019 230.813 1216 302.236 230.66 1225 306.317 231.001 1234 309.347 232.308 1238 306.187 231.528 1234 302.191 231.39 1225 298.128 231.373 1216 272.015 206.174 1234 271.764 213.419 1238 272.304 220.678 1243 273.446 227.898 1243 275.397 234.665 1247 278.637 240.602 1252 282.818 244.825 1252 287.952 248.372 1256 294.255 250.893 1256 301.745 252.06 1275 309.176 251.018 1294 315.687 248.539 1304 320.982 244.696 1314 325.272 239.981 1522 328.389 233.887 1536 330.24 227.355 1536 331.519 220.61 1542 332.106 213.982 0 332.008 206.99 0 288.381 204.817 1221 317.539 205.649 1243 302.555 218.028 1221 296.564 192.972 1208 290.342 191.561 1216 282.658 191.487 1234 277.021 194.328 1234 273.78 197.932 1234 309.963 193.335 1243 316.093 192.296 1252 323.746 192.599 1261 329.27 195.696 1270 332.092 199.196 0
1390385233.706 294.434 205.667 1216 291.787 203.601 1216 288.239 202.853 1221 284.714 203.544 1225 282.075 205.513 1225 284.828 206.512 1221 288.215 206.831 1216 291.597 206.465 1216 311.215 206.166 1229 313.847 204.387 1234 317.451 203.833 1243 320.908 204.716 1247 323.262 206.755 1252 320.689 207.571 1243 317.377 207.668 1243 314.041 207.109 1238 295.633 195.935 1204 289.854 194.591 1216 283.499 194.473 1229 279.219 196.653 1229 276.419 199.745 1225 277.547 200.938 1225 280.639 198.815 1225 284.32 197.655 1229 289.665 197.842 1216 295.032 198.743 1204 310.345 196.369 1238 315.945 195.414 1243 322.205 195.638 1256 326.403 198.03 1270 328.867 201.053 1270 327.647 202.265 1270 324.903 200.09 1256 321.327 198.801 1252 316.076 198.659 1243 310.767 199.186 1234 299.186 205.468 1216 298.609 209.815 1216 296.937 213.504 1221 294.147 216.644 1221 295.058 220.572 1221 300.601 220.271 1221 304.664 220.392 1225 310.041 220.931 1238 311.088 217.112 1238 308.457 213.72 1229 307.076 209.908 1225 306.688 205.622 1225 291.626 232.037 1212 294.773 228.77 1216 298.888 226.449 1221 302.555 227.102 1225 306.148 226.642 1234 309.953 229.032 1238 312.786 232.441 1247 310.302 234.059 1247 306.907 235.152 1238 302.415 235.478 1225 297.765 235.006 1221 294.243 233.824 1216 294.603 231.601 1212 298.035 230.211 1216 302.465 230.033 1221 306.741 230.431 1229 309.923 231.934 1238 306.636 231.488 1229 302.417 231.418 1221 298.124 231.296 1216 271.886 206.651 1234 271.657 213.767 1238 272.183 220.803 1238 273.369 227.835 1243 275.374 234.417 1252 278.642 240.191 1252 282.917 244.4 1252 288.163 247.946 1256 294.542 250.51 1256 302.121 251.68 1280 309.619 250.652 1289 316.107 248.141 1309 321.388 244.317 1314 325.634 239.615 1522 328.62 233.724 1529 330.347 227.393 1536 331.517 220.839 1542 331.976 214.436 0 331.778 207.669 0 288.236 205.123 1221 317.349 206.026 1243 302.624 217.893 1221 296.385 193.175 1204 290.247 191.776 1221 282.717 191.722 1238 277.147 194.498 1234 273.898 197.998 1234 309.767 193.571 1238 315.719 192.58 1247 323.164 192.921 1261 328.638 195.951 1270 331.523 199.385 0
1390385233.878 294.523 205.858 1212 291.814 203.754 1216 288.219 203.014 1221 284.636 203.709 1225 281.953 205.698 1225 284.794 206.69 1221 288.233 206.994 1221 291.644 206.615 1216 311.166 206.276 1229 313.827 204.485 1234 317.46 203.926 1243 320.949 204.803 1247 323.357 206.834 1252 320.752 207.643 1243 317.427 207.74 1238 314.071 207.188 1238 295.572 195.868 1204 289.65 194.486 1221 283.128 194.375 1229 278.841 196.725 1229 276.094 199.983 1225 277.324 201.073 1225 280.401 198.837 1225 284.073 197.606 1229 289.512 197.8 1212 294.949 198.721 1204 310.231 196.261 1238 315.927 195.249 1247 322.285 195.434 1256 326.519 197.961 1265 328.982 201.152 1280 327.679 202.279 1275 324.948 200.008 1256 321.386 198.671 1252 316.094 198.551 1247 310.724 199.115 1238 299.192 205.487 1216 298.726 209.983 1216 297.101 213.718 1225 294.249 216.817 1229 295.125 220.805 1221 300.863 220.514 1221 305.034 220.624 1225 310.547 221.121 1234 311.46 217.242 1234 308.658 213.877 1229 307.205 210.02 1225 306.791 205.601 1229 291.849 232.367 1216 295.01 228.92 1216 299.25 226.536 1221 302.999 227.206 1225 306.652 226.71 1234 310.631 229.135 1238 313.537 232.706 1247 311.084 234.963 1247 307.627 236.505 1238 302.99 236.996 1225 298.147 236.381 1225 294.507 234.805 1221 294.719 232.008 1212 298.277 230.386 1216 302.954 230.171 1225 307.48 230.582 1234 310.759 232.314 1243 307.428 232.609 1234 302.923 232.773 1225 298.349 232.441 1216 272.066 206.963 1234 271.96 214.247 1238 272.618 221.332 1243 273.95 228.399 1243 276.092 234.978 1243 279.409 240.725 1247 283.685 245.004 1252 288.906 248.708 1256 295.247 251.462 1265 302.89 252.703 1280 310.393 251.53 1294 316.733 248.735 1309 321.835 244.688 1314 325.938 239.816 1522 328.791 233.914 1536 330.405 227.603 1536 331.499 221.027 1536 331.863 214.655 0 331.581 207.806 0 288.227 205.291 1221 317.376 206.112 1243 302.88 218.09 1221 296.289 193.065 1204 290.003 191.63 1221 282.253 191.596 1238 276.622 194.596 1238 273.424 198.291 1234 309.631 193.416 1238 315.669 192.369 1252 323.256 192.672 1261 328.852 195.873 1270 331.762 199.501 0
1390385233.941 294.759 205.9 1216 292.015 203.822 1216 288.367 203.116 1221 284.724 203.816 1229 281.975 205.797 1225 284.882 206.766 1225 288.393 207.049 1221 291.862 206.653 1221 311.642 206.286 1229 314.325 204.524 1238 318.003 203.985 1247 321.539 204.844 1247 323.989 206.855 1252 321.339 207.651 1252 317.954 207.736 1243 314.558 207.18 1238 295.767 195.519 1204 289.754 194.176 1221 283.161 194.094 1229 278.861 196.511 1229 276.111 199.828 1225 277.361 200.874 1225 280.454 198.599 1225 284.149 197.341 1229 289.643 197.511 1212 295.141 198.39 1204 310.842 195.918 1238 316.577 194.922 1247 322.96 195.103 1256 327.204 197.668 1270 329.615 200.901 1275 328.273 201.977 1275 325.588 199.692 1261 322.028 198.358 1252 316.731 198.237 1243 311.327 198.777 1238 299.573 205.454 1221 299.132 209.962 1216 297.491 213.714 1225 294.59 216.864 1225 295.505 220.86 1221 301.283 220.372 1221 305.523 220.466 1225 310.972 221.116 1238 311.893 217.24 1234 309.091 213.834 1234 307.631 209.959 1225 307.23 205.542 1229 292.4 232.729 1212 295.411 229.029 1216 299.651 226.443 1221 303.393 227.074 1229 307.043 226.597 1234 310.894 229.188 1238 313.517 232.997 1247 311.311 235.323 1247 307.961 236.969 1238 303.331 237.521 1229 298.463 236.898 1225 294.871 235.245 1221 295.452 232.337 1216 298.746 230.456 1216 303.32 230.132 1225 307.669 230.62 1234 310.585 232.573 1243 307.579 232.947 1234 303.276 233.154 1225 298.84 232.825 1216 271.718 207.266 1238 271.674 214.569 1243 272.415 221.674 1243 273.814 228.709 1243 276.015 235.212 1247 279.327 240.894 1247 283.642 245.205 1252 288.944 248.953 1252 295.38 251.775 1261 303.174 253.008 1280 310.729 251.741 1294 317.044 248.762 1309 322.094 244.572 1515 326.128 239.571 1522 328.902 233.716 1529 330.541 227.496 1536 331.688 221.019 1536 332.097 214.734 0 331.834 207.965 0 288.372 205.365 1221 317.919 206.133 1243 303.293 218.058 1225 296.477 192.692 1204 290.102 191.301 1221 282.263 191.305 1238 276.598 194.386 1238 273.393 198.144 1234 310.252 193.057 1243 316.331 192.029 1252 323.966 192.33 1261 329.6 195.59 1270 332.462 199.272 0
1390385234.3 294.855 205.841 1216 292.128 203.76 1216 288.495 203.044 1221 284.862 203.728 1225 282.116 205.692 1225 285.01 206.668 1225 288.507 206.962 1221 291.965 206.58 1216 311.678 206.287 1234 314.358 204.541 1238 318.025 204.017 1243 321.545 204.885 1247 323.979 206.898 1252 321.336 207.682 1247 317.962 207.754 1243 314.58 207.188 1238 295.897 195.5 1204 289.91 194.14 1221 283.341 194.034 1229 279.047 196.427 1229 276.294 199.723 1225 277.536 200.77 1225 280.626 198.514 1225 284.313 197.274 1229 289.787 197.463 1216 295.262 198.358 1204 310.918 195.952 1238 316.636 194.98 1247 322.996 195.184 1252 327.216 197.756 1265 329.607 200.985 1275 328.266 202.053 1275 325.598 199.766 1261 322.056 198.424 1252 316.777 198.284 1243 311.391 198.803 1238 299.653 205.414 1221 299.197 209.905 1216 297.548 213.638 1225 294.646 216.766 1221 295.544 220.751 1221 301.303 220.286 1221 305.528 220.395 1225 310.956 221.062 1238 311.888 217.203 1234 309.108 213.799 1229 307.667 209.932 1225 307.283 205.529 1229 292.407 232.567 1216 295.421 228.891 1216 299.655 226.33 1221 303.382 226.972 1229 307.02 226.51 1234 310.849 229.106 1238 313.449 232.911 1247 311.242 235.221 1252 307.897 236.849 1243 303.282 237.382 1234 298.434 236.744 1225 294.86 235.083 1221 295.45 232.188 1221 298.739 230.325 1216 303.298 230.019 1225 307.63 230.521 1234 310.529 232.478 1243 307.532 232.84 1234 303.243 233.031 1225 298.824 232.687 1221 271.889 207.119 1238 271.82 214.396 1243 272.532 221.478 1243 273.9 228.495 1243 276.07 234.982 1247 279.35 240.656 1247 283.635 244.968 1247 288.904 248.722 1256 295.307 251.557 1261 303.07 252.815 1280 310.603 251.579 1294 316.907 248.634 1309 321.954 244.477 1314 325.992 239.507 1522 328.777 233.683 1529 330.433 227.491 1536 331.599 221.04 1536 332.03 214.779 0 331.793 208.033 0 288.492 205.284 1221 317.933 206.156 1243 303.315 217.987 1225 296.614 192.685 1208 290.267 191.276 1221 282.456 191.252 1238 276.799 194.302 1238 273.592 198.035 1234 310.34 193.099 1243 316.401 192.097 1252 324.008 192.424 1265 329.611 195.693 1270 332.449 199.372 0
1390385234.97 295.144 205.524 1216 292.439 203.314 1216 288.813 202.515 1221 285.233 203.308 1225 282.597 205.489 1225 285.393 206.512 1225 288.852 206.814 1221 292.285 206.383 1216 311.801 205.957 1229 314.446 204.039 1234 318.121 203.398 1243 321.644 204.351 1247 323.951 206.555 1252 321.4 207.42 1247 318.05 207.531 1243 314.673 206.939 1234 296.311 195.474 1204 290.144 194.15 1212 283.326 194.159 1229 278.949 196.716 1225 276.213 200.196 1225 277.597 201.239 1225 280.63 198.812 1225 284.32 197.433 1229 289.996 197.542 1216 295.648 198.426 1204 310.872 195.881 1238 316.771 194.903 1247 323.385 195.207 1256 327.633 197.928 1270 329.977 201.26 1275 328.553 202.337 1270 325.943 199.921 1261 322.407 198.457 1252 316.924 198.278 1243 311.4 198.827 1238 299.887 205.299 1216 299.418 209.73 1216 297.811 213.429 1221 295.147 216.529 1221 296.115 220.6 1221 301.617 220.15 1221 305.53 220.248 1225 310.756 220.836 1238 311.771 216.894 1238 309.206 213.539 1234 307.794 209.74 1225 307.387 205.402 1229 292.709 232.446 1216 295.819 229.125 1212 299.911 226.655 1221 303.561 227.331 1225 307.131 226.821 1234 310.805 229.282 1238 313.487 232.715 1247 311.101 233.944 1243 307.768 234.798 1238 303.465 235.053 1225 298.946 234.725 1221 295.38 233.832 1216 295.874 231.862 1212 299.144 230.545 1216 303.46 230.362 1225 307.559 230.716 1234 310.458 232.102 1243 307.427 231.128 1234 303.422 230.938 1225 299.272 230.987 1216 272.129 206.76 1234 271.993 214.126 1243 272.602 221.47 1243 273.779 228.781 1243 275.789 235.618 1256 279.135 241.533 1252 283.529 245.64 1256 288.93 249.045 1256 295.506 251.431 1261 303.228 252.497 1280 310.722 251.359 1294 317.188 248.828 1309 322.353 244.963 1522 326.447 240.191 1522 329.235 234.079 1529 330.738 227.563 1536 331.772 220.844 1536 332.121 214.315 0 331.817 207.359 0 288.844 204.982 1221 318.011 205.774 1243 303.494 217.778 1221 296.963 192.58 1204 290.431 191.213 1221 282.366 191.328 1238 276.628 194.579 1234 273.438 198.513 1234 310.365 192.961 1243 316.624 191.953 1256 324.497 192.402 1265 330.088 195.846 1280 332.852 199.632 0
1390385234.160 295.233 205.466 1216 292.52 203.257 1216 288.895 202.452 1221 285.298 203.225 1225 282.644 205.381 1225 285.436 206.402 1225 288.903 206.711 1221 292.349 206.293 1216 311.907 205.923 1229 314.59 204.03 1238 318.273 203.404 1243 321.794 204.36 1247 324.091 206.556 1252 321.531 207.396 1247 318.18 207.494 1243 314.801 206.899 1238 296.439 195.439 1204 290.248 194.092 1216 283.392 194.085 1229 279.001 196.648 1225 276.264 200.133 1225 277.642 201.159 1225 280.682 198.727 1225 284.371 197.349 1229 290.076 197.478 1212 295.755 198.385 1204 311.02 195.865 1243 316.976 194.908 1247 323.64 195.241 1256 327.885 197.997 1270 330.202 201.364 0 328.77 202.402 1275 326.172 199.959 1265 322.637 198.472 1252 317.123 198.275 1247 311.542 198.813 1238 299.95 205.191 1221 299.457 209.613 1216 297.81 213.263 1225 295.031 216.286 1221 295.931 220.353 1221 301.575 219.976 1221 305.566 220.083 1229 310.913 220.633 1238 311.912 216.71 1234 309.287 213.417 1229 307.882 209.653 1225 307.515 205.315 1229 292.263 232.02 1212 295.535 228.708 1212 299.781 226.294 1216 303.513 226.993 1225 307.189 226.48 1229 310.999 228.911 1238 313.801 232.344 1247 311.294 233.818 1247 307.852 234.812 1234 303.372 235.111 1225 298.689 234.724 1221 295.026 233.682 1221 295.314 231.501 1212 298.843 230.146 1212 303.39 229.987 1225 307.738 230.335 1229 310.892 231.773 1243 307.627 231.104 1234 303.352 230.992 1221 298.939 230.944 1212 272.219 206.666 1234 272.044 214.019 1238 272.631 221.296 1243 273.78 228.545 1243 275.769 235.337 1256 279.069 241.213 1256 283.417 245.329 1261 288.766 248.783 1256 295.3 251.243 1261 303.039 252.361 1280 310.541 251.231 1294 316.988 248.664 1309 322.142 244.779 1522 326.243 240.005 1522 329.058 233.955 1529 330.619 227.506 1536 331.709 220.845 1536 332.107 214.388 0 331.859 207.447 0 288.91 204.899 1221 318.146 205.758 1243 303.503 217.59 1221 297.11 192.561 1208 290.551 191.169 1221 282.443 191.266 1234 276.691 194.522 1234 273.505 198.462 1234 310.527 192.957 1243 316.845 191.972 1252 324.773 192.457 1265 330.36 195.95 1280 333.092 199.779 0
1390385234.206 295.18 205.318 1216 292.475 203.116 1216 288.852 202.312 1225 285.25 203.066 1225 282.586 205.195 1225 285.389 206.206 1225 288.852 206.516 1221 292.296 206.115 1216 311.831 205.829 1229 314.519 203.962 1238 318.208 203.366 1243 321.735 204.33 1243 324.058 206.517 1252 321.466 207.328 1247 318.104 207.4 1243 314.723 206.797 1238 296.376 195.342 1204 290.233 193.977 1216 283.429 193.942 1229 279.057 196.469 1229 276.326 199.92 1225 277.688 200.941 1225 280.722 198.541 1225 284.4 197.191 1229 290.058 197.344 1212 295.691 198.263 1204 310.972 195.806 1238 316.914 194.871 1247 323.56 195.22 1256 327.811 197.98 1270 330.138 201.346 0 328.707 202.377 1275 326.093 199.932 1265 322.544 198.441 1252 317.042 198.225 1247 311.472 198.735 1238 299.866 205.033 1221 299.35 209.436 1216 297.685 213.067 1225 294.895 216.092 1221 295.765 220.131 1221 301.37 219.755 1221 305.384 219.877 1225 310.778 220.487 1238 311.788 216.589 1234 309.16 213.28 1234 307.775 209.519 1225 307.428 205.189 1225 292.204 231.885 1216 295.39 228.47 1212 299.605 226.022 1216 303.328 226.721 1225 307.001 226.234 1234 310.825 228.737 1238 313.595 232.293 1247 311.132 233.893 1243 307.693 234.983 1234 303.177 235.301 1229 298.48 234.852 1221 294.865 233.688 1216 295.256 231.385 1216 298.683 229.917 1216 303.213 229.736 1225 307.563 230.142 1234 310.666 231.72 1238 307.451 231.216 1234 303.169 231.138 1225 298.779 231.022 1216 272.412 206.478 1234 272.196 213.777 1238 272.75 220.991 1243 273.891 228.185 1243 275.856 234.936 1252 279.095 240.81 1252 283.37 244.988 1256 288.649 248.528 1256 295.118 251.091 1265 302.834 252.285 1280 310.376 251.188 1294 316.863 248.617 1309 322.065 244.719 1522 326.21 239.934 1522 329.071 233.912 1529 330.675 227.487 1536 331.797 220.843 1542 332.216 214.403 0 331.987 207.481 0 288.86 204.73 1221 318.08 205.691 1243 303.353 217.41 1221 297.062 192.485 1208 290.549 191.073 1221 282.492 191.136 1238 276.754 194.349 1234 273.569 198.255 1234 310.482 192.914 1243 316.785 191.951 1252 324.693 192.455 1265 330.285 195.951 1275 333.028 199.776 0
1390385234.253 295.165 205.338 1216 292.459 203.146 1216 288.841 202.352 1221 285.246 203.112 1225 282.592 205.244 1225 285.392 206.247 1225 288.851 206.549 1221 292.288 206.141 1216 311.79 205.812 1229 314.47 203.942 1238 318.151 203.339 1243 321.675 204.293 1247 323.998 206.471 1252 321.413 207.286 1247 318.056 207.366 1243 314.68 206.772 1234 296.337 195.376 1204 290.201 194.027 1212 283.408 194.008 1229 279.049 196.54 1229 276.33 199.992 1225 277.693 201.008 1225 280.716 198.605 1225 284.385 197.249 1229 290.034 197.389 1208 295.66 198.295 1204 310.911 195.807 1243 316.84 194.86 1247 323.477 195.194 1256 327.726 197.94 1270 330.057 201.295 0 328.631 202.327 1275 326.016 199.892 1265 322.469 198.412 1252 316.976 198.208 1243 311.416 198.73 1238 299.843 205.044 1216 299.337 209.441 1216 297.683 213.069 1221 294.904 216.095 1221 295.782 220.126 1221 301.378 219.738 1221 305.385 219.851 1225 310.771 220.448 1238 311.771 216.555 1234 309.14 213.256 1229 307.749 209.505 1225 307.393 205.182 1229 292.254 231.869 1216 295.427 228.452 1212 299.629 225.999 1216 303.348 226.688 1225 307.014 226.194 1234 310.837 228.685 1238 313.61 232.228 1247 311.155 233.831 1243 307.724 234.927 1234 303.216 235.255 1225 298.525 234.816 1225 294.914 233.663 1221 295.3 231.362 1216 298.717 229.889 1216 303.24 229.698 1225 307.583 230.094 1234 310.685 231.663 1243 307.474 231.167 1234 303.199 231.099 1225 298.816 230.992 1216 272.437 206.548 1229 272.238 213.835 1238 272.807 221.036 1243 273.962 228.215 1243 275.94 234.951 1252 279.186 240.808 1252 283.463 244.97 1256 288.741 248.493 1256 295.206 251.037 1265 302.911 252.212 1280 310.438 251.1 1294 316.91 248.518 1309 322.094 244.616 1522 326.222 239.829 1522 329.065 233.81 1529 330.651 227.392 1536 331.757 220.756 1542 332.161 214.326 0 331.916 207.416 0 288.854 204.766 1221 318.029 205.66 1243 303.352 217.392 1221 297.015 192.522 1208 290.511 191.127 1221 282.467 191.208 1234 276.745 194.429 1234 273.574 198.336 1234 310.415 192.92 1243 316.705 191.945 1252 324.601 192.431 1265 330.192 195.909 1280 332.939 199.721 0
1390385234.300 295.303 205.125 1216 292.603 202.902 1216 288.957 202.075 1221 285.324 202.795 1225 282.626 204.889 1225 285.429 205.935 1225 288.919 206.275 1221 292.394 205.9 1221 311.996 205.759 1229 314.708 203.906 1238 318.429 203.336 1243 321.971 204.314 1247 324.292 206.5 1256 321.683 207.307 1247 318.299 207.366 1243 314.896 206.742 1238 296.57 195.333 1204 290.402 193.918 1216 283.564 193.806 1234 279.141 196.273 1229 276.354 199.682 1225 277.724 200.701 1225 280.784 198.355 1225 284.49 197.053 1229 290.179 197.259 1212 295.84 198.22 1208 311.243 195.909 1238 317.216 195.006 1252 323.879 195.369 1256 328.135 198.126 1275 330.455 201.48 0 329 202.482 0 326.41 200.061 1265 322.86 198.574 1252 317.345 198.336 1247 311.75 198.809 1238 300.009 204.9 1221 299.469 209.318 1216 297.785 212.956 1221 294.97 215.975 1221 295.809 220.014 1221 301.404 219.693 1221 305.454 219.842 1225 310.807 220.467 1238 311.842 216.586 1238 309.246 213.249 1234 307.9 209.457 1225 307.596 205.107 1229 292.178 231.752 1212 295.374 228.395 1212 299.595 225.993 1221 303.311 226.715 1225 306.987 226.258 1234 310.744 228.764 1238 313.439 232.299 1252 311.021 233.888 1247 307.598 234.977 1234 303.071 235.275 1225 298.359 234.782 1221 294.777 233.573 1216 295.284 231.287 1216 298.667 229.861 1216 303.167 229.711 1225 307.463 230.144 1234 310.478 231.715 1243 307.337 231.214 1234 303.108 231.122 1225 298.757 230.966 1212 272.329 205.998 1234 272.089 213.294 1238 272.63 220.535 1238 273.763 227.745 1243 275.725 234.503 1252 278.967 240.394 1256 283.219 244.585 1256 288.464 248.154 1256 294.902 250.751 1261 302.594 251.997 1280 310.119 250.935 1294 316.591 248.395 1304 321.786 244.532 1314 325.963 239.796 1522 328.91 233.79 1529 330.608 227.385 1536 331.82 220.754 1536 332.323 214.315 0 332.172 207.401 0 288.944 204.487 1221 318.284 205.654 1243 303.415 217.348 1225 297.285 192.487 1208 290.755 191.024 1221 282.671 190.995 1238 276.875 194.131 1234 273.628 197.987 1238 310.766 193.021 1243 317.095 192.094 1252 325.013 192.614 1270 330.61 196.109 1280 333.345 199.924 0
1390385234.347 295.175 205.211 1216 292.477 202.989 1216 288.832 202.166 1221 285.203 202.872 1229 282.513 204.938 1225 285.304 206.003 1225 288.789 206.354 1221 292.265 205.981 1221 311.83 205.827 1229 314.532 203.97 1238 318.254 203.395 1243 321.804 204.355 1247 324.143 206.51 1256 321.533 207.341 1247 318.144 207.416 1243 314.736 206.801 1238 296.37 195.378 1204 290.219 193.955 1212 283.388 193.812 1229 278.995 196.274 1225 276.235 199.678 1225 277.612 200.675 1225 280.643 198.344 1225 284.322 197.057 1229 289.992 197.279 1216 295.634 198.246 1204 311.074 195.939 1238 317.055 195.008 1252 323.729 195.322 1256 327.991 198.068 1270 330.314 201.412 1280 328.857 202.401 1275 326.271 200.004 1270 322.72 198.54 1252 317.204 198.327 1247 311.601 198.82 1238 299.851 204.993 1221 299.331 209.442 1221 297.663 213.122 1221 294.852 216.161 1221 295.682 220.194 1221 301.222 219.902 1221 305.285 220.048 1229 310.638 220.643 1238 311.659 216.762 1238 309.047 213.413 1234 307.714 209.573 1225 307.426 205.194 1229 292.173 231.849 1216 295.323 228.563 1212 299.488 226.196 1221 303.163 226.924 1229 306.798 226.453 1234 310.542 228.923 1238 313.25 232.382 1252 310.855 234.003 1247 307.447 235.123 1238 302.949 235.435 1225 298.269 234.927 1225 294.729 233.693 1221 295.268 231.408 1216 298.587 230.035 1216 303.031 229.9 1225 307.293 230.312 1234 310.287 231.829 1243 307.174 231.358 1234 302.976 231.283 1225 298.681 231.117 1216 272.38 206 1234 272.187 213.28 1238 272.779 220.496 1243 273.958 227.663 1243 275.949 234.359 1252 279.185 240.191 1252 283.396 244.369 1256 288.568 247.951 1256 294.914 250.576 1256 302.532 251.831 1280 310 250.762 1294 316.421 248.199 1309 321.582 244.339 1314 325.753 239.63 1522 328.72 233.672 1529 330.439 227.31 1536 331.673 220.712 1536 332.208 214.285 0 332.084 207.365 0 288.82 204.564 1221 318.122 205.702 1243 303.256 217.531 1221 297.09 192.535 1208 290.583 191.064 1221 282.502 191.001 1234 276.722 194.135 1234 273.498 197.989 1234 310.584 193.053 1243 316.913 192.097 1256 324.844 192.562 1265 330.458 196.043 1280 333.201 199.846 0
